timestamp,acceleration,rpm,label
0.0,0.020442485685567335,1800,normal
0.0001,0.07731810800187273,1800,normal
0.0002,-0.007637229597307484,1800,normal
0.00030000000000000003,0.0009487315563718735,1800,normal
0.0004,0.008217012890247899,1800,normal
0.0005,0.020716395944752834,1800,normal
0.0006000000000000001,0.04980439758237446,1800,normal
0.0007,0.049427248170370086,1800,normal
0.0008,0.05252636543916546,1800,normal
0.0009000000000000001,0.06086137149052833,1800,normal
0.001,0.0667642105470318,1800,normal
0.0011,0.0006146549560088199,1800,normal
0.0012000000000000001,0.04522123056296545,1800,normal
0.0013000000000000002,0.046296839800893004,1800,normal
0.0014,0.05497526169989119,1800,normal
0.0015,0.05853142775830503,1800,normal
0.0016,0.031027111728912253,1800,normal
0.0017000000000000001,0.036556421043475576,1800,normal
0.0018000000000000002,0.07555661713258009,1800,normal
0.0019,0.15879921426989024,1800,normal
0.002,0.0636848329317534,1800,normal
0.0021000000000000003,0.0984306793853035,1800,normal
0.0022,0.10756447899430005,1800,normal
0.0023,0.09228522632145653,1800,normal
0.0024000000000000002,0.08442644560471291,1800,normal
0.0025,0.09024840839209088,1800,normal
0.0026000000000000003,0.14200150616062354,1800,normal
0.0027,0.059327992735525845,1800,normal
0.0028,0.07858458475404681,1800,normal
0.0029000000000000002,0.10195447059066277,1800,normal
0.003,0.07738584690838707,1800,normal
0.0031000000000000003,0.10676495038428108,1800,normal
0.0032,0.09902740520858727,1800,normal
0.0033,0.11260564892912565,1800,normal
0.0034000000000000002,0.13085320805635536,1800,normal
0.0035,0.1265042913238385,1800,normal
0.0036000000000000003,0.0665670537444778,1800,normal
0.0037,0.07630724128677863,1800,normal
0.0038,0.14682779858726847,1800,normal
0.0039000000000000003,0.1111126264739825,1800,normal
0.004,0.1405250561764413,1800,normal
0.0041,0.14231422879408576,1800,normal
0.004200000000000001,0.14339616612053274,1800,normal
0.0043,0.0835896864550918,1800,normal
0.0044,0.15901243037396856,1800,normal
0.0045000000000000005,0.09566412343318856,1800,normal
0.0046,0.18310640532921724,1800,normal
0.0047,0.11158030354255358,1800,normal
0.0048000000000000004,0.21364309470199688,1800,normal
0.0049,0.12779577541414125,1800,normal
0.005,0.1384426152440511,1800,normal
0.0051,0.16668981963421137,1800,normal
0.005200000000000001,0.1323691277288803,1800,normal
0.0053,0.16582646183255514,1800,normal
0.0054,0.18159356089413264,1800,normal
0.0055000000000000005,0.15089593039554297,1800,normal
0.0056,0.20160134386336387,1800,normal
0.0057,0.16191768155608396,1800,normal
0.0058000000000000005,0.20835921604327096,1800,normal
0.0059,0.19786603578289508,1800,normal
0.006,0.12594009773605538,1800,normal
0.0061,0.2168920013089461,1800,normal
0.006200000000000001,0.19866165005736608,1800,normal
0.0063,0.17675379104806638,1800,normal
0.0064,0.17509069167765845,1800,normal
0.006500000000000001,0.19458673442507,1800,normal
0.0066,0.2346017553266094,1800,normal
0.0067,0.21586569502879854,1800,normal
0.0068000000000000005,0.240818953915267,1800,normal
0.006900000000000001,0.19042628576532458,1800,normal
0.007,0.179773868476036,1800,normal
0.0071,0.21991964878760922,1800,normal
0.007200000000000001,0.19948115268538813,1800,normal
0.0073,0.16645344209638654,1800,normal
0.0074,0.20658261421603819,1800,normal
0.007500000000000001,0.24199501563709752,1800,normal
0.0076,0.15354574393372372,1800,normal
0.0077,0.1940418735489256,1800,normal
0.0078000000000000005,0.21334611423028818,1800,normal
0.0079,0.22155708413660063,1800,normal
0.008,0.193351345576218,1800,normal
0.0081,0.19873122207960506,1800,normal
0.0082,0.2072196506819641,1800,normal
0.0083,0.158382641839007,1800,normal
0.008400000000000001,0.14432916143888536,1800,normal
0.0085,0.16990188867872644,1800,normal
0.0086,0.18647247192937438,1800,normal
0.008700000000000001,0.1584985741141721,1800,normal
0.0088,0.20077886404652187,1800,normal
0.0089,0.16220283121116913,1800,normal
0.009000000000000001,0.20987873730966916,1800,normal
0.0091,0.27363895475948474,1800,normal
0.0092,0.20319808128189834,1800,normal
0.009300000000000001,0.16626825296646053,1800,normal
0.0094,0.16755094237125748,1800,normal
0.0095,0.16460335877996476,1800,normal
0.009600000000000001,0.1696938616639545,1800,normal
0.0097,0.19391763185354385,1800,normal
0.0098,0.14883064048685812,1800,normal
0.0099,0.14890275443913908,1800,normal
0.01,0.17285057680584245,1800,normal
0.010100000000000001,0.2122838198268796,1800,normal
0.0102,0.21969450174591698,1800,normal
0.0103,0.17184763893889515,1800,normal
0.010400000000000001,0.2274204835782011,1800,normal
0.0105,0.19690320725593236,1800,normal
0.0106,0.18200306785966835,1800,normal
0.010700000000000001,0.1684861081194039,1800,normal
0.0108,0.15539161108127533,1800,normal
0.0109,0.1665725034379648,1800,normal
0.011000000000000001,0.1390403555857641,1800,normal
0.0111,0.1747160766669459,1800,normal
0.0112,0.1807749863105449,1800,normal
0.011300000000000001,0.1470227299330228,1800,normal
0.0114,0.15499204465427124,1800,normal
0.0115,0.13791691675865617,1800,normal
0.011600000000000001,0.13917958151824963,1800,normal
0.0117,0.20018043877275393,1800,normal
0.0118,0.14785882147056528,1800,normal
0.0119,0.19060338086261605,1800,normal
0.012,0.12799547238513834,1800,normal
0.012100000000000001,0.21114613793264345,1800,normal
0.0122,0.20273660510774158,1800,normal
0.0123,0.17907848813931324,1800,normal
0.012400000000000001,0.10272821099695525,1800,normal
0.0125,0.17864251618379107,1800,normal
0.0126,0.17178074726868134,1800,normal
0.012700000000000001,0.13737195700367932,1800,normal
0.0128,0.14130719724443977,1800,normal
0.0129,0.12146138741343629,1800,normal
0.013000000000000001,0.13719900454228195,1800,normal
0.0131,0.17145502494457687,1800,normal
0.0132,0.13921973896346873,1800,normal
0.013300000000000001,0.09927305498674863,1800,normal
0.0134,0.16990560343695876,1800,normal
0.0135,0.11648194945742352,1800,normal
0.013600000000000001,0.10438487817521826,1800,normal
0.0137,0.12594153157764987,1800,normal
0.013800000000000002,0.08483319109633553,1800,normal
0.013900000000000001,0.10158994926359627,1800,normal
0.014,0.07860182332913213,1800,normal
0.014100000000000001,0.06269203250558669,1800,normal
0.0142,0.09945104464203502,1800,normal
0.0143,0.12012866996913399,1800,normal
0.014400000000000001,0.08401364812081434,1800,normal
0.0145,0.06763218618510307,1800,normal
0.0146,0.02486211585226157,1800,normal
0.014700000000000001,0.11181951748907851,1800,normal
0.0148,0.06724557607508373,1800,normal
0.0149,0.07838276625754294,1800,normal
0.015000000000000001,0.10460277515942876,1800,normal
0.0151,0.06092272760749226,1800,normal
0.0152,0.0321853667776509,1800,normal
0.015300000000000001,0.05163637484964983,1800,normal
0.0154,0.06834605259367524,1800,normal
0.0155,-0.0029290143418111703,1800,normal
0.015600000000000001,0.08390377437556457,1800,normal
0.015700000000000002,0.1521076302238482,1800,normal
0.0158,0.08837777869615751,1800,normal
0.0159,0.029606727980383673,1800,normal
0.016,-0.002878284131322493,1800,normal
0.0161,0.009901884906256942,1800,normal
0.0162,0.06486935554026041,1800,normal
0.016300000000000002,0.04534659373191847,1800,normal
0.0164,0.005202402424554951,1800,normal
0.0165,0.03667559708991229,1800,normal
0.0166,0.014036027908296124,1800,normal
0.0167,0.05221036335493368,1800,normal
0.016800000000000002,0.0002771313191415438,1800,normal
